,SUBDIVISION,YEAR,ANNUAL PRECIPITATION,QUARTER,PRECIPITATION,SEVERITY1,TERRAIN,CLIMATE,SEVERITY
1907,HIMACHAL PRADESH,1988,1881.1,Oct-Dec,130.6,0,Hilly,Mild,0
1908,HIMACHAL PRADESH,1989,1177.2,Jan-Feb,173.5,0,Hilly,Mild,0
1909,HIMACHAL PRADESH,1989,1177.2,Mar-May,221.2,0,Hilly,Mild,0
1910,HIMACHAL PRADESH,1989,1177.2,Jun-Sep,663.0,0,Hilly,Mild,0
1911,HIMACHAL PRADESH,1989,1177.2,Oct-Dec,119.6,0,Hilly,Mild,0
1912,HIMACHAL PRADESH,1990,1462.7,Jan-Feb,197.4,0,Hilly,Mild,0
1913,HIMACHAL PRADESH,1990,1462.7,Mar-May,332.0,0,Hilly,Mild,0
1914,HIMACHAL PRADESH,1990,1462.7,Jun-Sep,767.0,0,Hilly,Mild,0
1915,HIMACHAL PRADESH,1990,1462.7,Oct-Dec,166.3,0,Hilly,Mild,0
1916,HIMACHAL PRADESH,1991,1104.8,Jan-Feb,167.1,0,Hilly,Mild,0
1917,HIMACHAL PRADESH,1991,1104.8,Mar-May,294.8,0,Hilly,Mild,0
1918,HIMACHAL PRADESH,1991,1104.8,Jun-Sep,595.6,0,Hilly,Mild,0
1919,HIMACHAL PRADESH,1991,1104.8,Oct-Dec,47.4,0,Hilly,Mild,0
1920,HIMACHAL PRADESH,1992,1383.1,Jan-Feb,199.7,0,Hilly,Mild,0
1921,HIMACHAL PRADESH,1992,1383.1,Mar-May,320.1,0,Hilly,Mild,0
1922,HIMACHAL PRADESH,1992,1383.1,Jun-Sep,832.2,0,Hilly,Mild,0
1923,HIMACHAL PRADESH,1992,1383.1,Oct-Dec,31.1,0,Hilly,Mild,0
1924,HIMACHAL PRADESH,1993,1128.3,Jan-Feb,178.8,0,Hilly,Mild,0
1925,HIMACHAL PRADESH,1993,1128.3,Mar-May,241.5,0,Hilly,Mild,0
1926,HIMACHAL PRADESH,1993,1128.3,Jun-Sep,690.0,0,Hilly,Mild,0
1927,HIMACHAL PRADESH,1993,1128.3,Oct-Dec,18.0,0,Hilly,Mild,0
1928,HIMACHAL PRADESH,1994,1410.2,Jan-Feb,213.4,0,Hilly,Mild,0
1929,HIMACHAL PRADESH,1994,1410.2,Mar-May,225.8,0,Hilly,Mild,0
1930,HIMACHAL PRADESH,1994,1410.2,Jun-Sep,884.8,0,Hilly,Mild,0
1931,HIMACHAL PRADESH,1994,1410.2,Oct-Dec,86.2,0,Hilly,Mild,0
1932,HIMACHAL PRADESH,1995,1493.9,Jan-Feb,201.5,0,Hilly,Mild,0
1933,HIMACHAL PRADESH,1995,1493.9,Mar-May,226.7,0,Hilly,Mild,0
1934,HIMACHAL PRADESH,1995,1493.9,Jun-Sep,1028.6,0,Hilly,Mild,0
1935,HIMACHAL PRADESH,1995,1493.9,Oct-Dec,37.1,0,Hilly,Mild,0
1936,HIMACHAL PRADESH,1996,1384.4,Jan-Feb,236.4,0,Hilly,Mild,0
1937,HIMACHAL PRADESH,1996,1384.4,Mar-May,231.6,0,Hilly,Mild,0
1938,HIMACHAL PRADESH,1996,1384.4,Jun-Sep,871.1,0,Hilly,Mild,0
1939,HIMACHAL PRADESH,1996,1384.4,Oct-Dec,45.3,0,Hilly,Mild,0
1940,HIMACHAL PRADESH,1997,1454.5,Jan-Feb,109.3,0,Hilly,Mild,0
1941,HIMACHAL PRADESH,1997,1454.5,Mar-May,223.8,0,Hilly,Mild,0
1942,HIMACHAL PRADESH,1997,1454.5,Jun-Sep,881.0,0,Hilly,Mild,0
1943,HIMACHAL PRADESH,1997,1454.5,Oct-Dec,240.3,0,Hilly,Mild,0
1944,HIMACHAL PRADESH,1998,1381.6,Jan-Feb,147.3,0,Hilly,Mild,0
1945,HIMACHAL PRADESH,1998,1381.6,Mar-May,252.3,0,Hilly,Mild,0
1946,HIMACHAL PRADESH,1998,1381.6,Jun-Sep,854.3,0,Hilly,Mild,0
1947,HIMACHAL PRADESH,1998,1381.6,Oct-Dec,127.7,0,Hilly,Mild,0
1948,HIMACHAL PRADESH,1999,1144.9,Jan-Feb,163.5,0,Hilly,Mild,0
1949,HIMACHAL PRADESH,1999,1144.9,Mar-May,138.8,0,Hilly,Mild,0
1950,HIMACHAL PRADESH,1999,1144.9,Jun-Sep,804.8,0,Hilly,Mild,0
1951,HIMACHAL PRADESH,1999,1144.9,Oct-Dec,37.8,0,Hilly,Mild,0
1952,HIMACHAL PRADESH,2000,1068.4,Jan-Feb,237.2,0,Hilly,Mild,0
1953,HIMACHAL PRADESH,2000,1068.4,Mar-May,173.7,0,Hilly,Mild,0
1954,HIMACHAL PRADESH,2000,1068.4,Jun-Sep,640.0,0,Hilly,Mild,0
1955,HIMACHAL PRADESH,2000,1068.4,Oct-Dec,17.5,0,Hilly,Mild,0
1956,HIMACHAL PRADESH,2001,991.8,Jan-Feb,66.2,0,Hilly,Mild,0
1957,HIMACHAL PRADESH,2001,991.8,Mar-May,240.0,0,Hilly,Mild,0
1958,HIMACHAL PRADESH,2001,991.8,Jun-Sep,622.5,0,Hilly,Mild,0
1959,HIMACHAL PRADESH,2001,991.8,Oct-Dec,63.1,0,Hilly,Mild,0
1960,HIMACHAL PRADESH,2002,990.4,Jan-Feb,203.2,0,Hilly,Mild,0
1961,HIMACHAL PRADESH,2002,990.4,Mar-May,287.9,0,Hilly,Mild,0
1962,HIMACHAL PRADESH,2002,990.4,Jun-Sep,486.6,0,Hilly,Mild,0
1963,HIMACHAL PRADESH,2002,990.4,Oct-Dec,12.8,0,Hilly,Mild,0
1964,HIMACHAL PRADESH,2003,1034.5,Jan-Feb,156.1,0,Hilly,Mild,0
1965,HIMACHAL PRADESH,2003,1034.5,Mar-May,201.9,0,Hilly,Mild,0
1966,HIMACHAL PRADESH,2003,1034.5,Jun-Sep,613.3,0,Hilly,Mild,0
1967,HIMACHAL PRADESH,2003,1034.5,Oct-Dec,63.2,0,Hilly,Mild,0
1968,HIMACHAL PRADESH,2004,878.5,Jan-Feb,129.3,0,Hilly,Mild,0
1969,HIMACHAL PRADESH,2004,878.5,Mar-May,118.3,0,Hilly,Mild,0
1970,HIMACHAL PRADESH,2004,878.5,Jun-Sep,467.5,0,Hilly,Mild,0
1971,HIMACHAL PRADESH,2004,878.5,Oct-Dec,163.5,0,Hilly,Mild,0
1972,HIMACHAL PRADESH,2005,1248.5,Jan-Feb,370.7,0,Hilly,Mild,0
1973,HIMACHAL PRADESH,2005,1248.5,Mar-May,230.9,0,Hilly,Mild,0
1974,HIMACHAL PRADESH,2005,1248.5,Jun-Sep,640.3,0,Hilly,Mild,0
1975,HIMACHAL PRADESH,2005,1248.5,Oct-Dec,6.6,0,Hilly,Mild,0
1976,HIMACHAL PRADESH,2006,1218.4,Jan-Feb,140.7,0,Hilly,Mild,0
1977,HIMACHAL PRADESH,2006,1218.4,Mar-May,250.0,0,Hilly,Mild,0
1978,HIMACHAL PRADESH,2006,1218.4,Jun-Sep,732.1,0,Hilly,Mild,0
1979,HIMACHAL PRADESH,2006,1218.4,Oct-Dec,95.6,0,Hilly,Mild,0
1980,HIMACHAL PRADESH,2007,1034.5,Jan-Feb,122.3,0,Hilly,Mild,0
1981,HIMACHAL PRADESH,2007,1034.5,Mar-May,225.9,0,Hilly,Mild,0
1982,HIMACHAL PRADESH,2007,1034.5,Jun-Sep,631.0,0,Hilly,Mild,0
1983,HIMACHAL PRADESH,2007,1034.5,Oct-Dec,55.4,0,Hilly,Mild,0
1984,HIMACHAL PRADESH,2008,1114.2,Jan-Feb,193.1,0,Hilly,Mild,0
1985,HIMACHAL PRADESH,2008,1114.2,Mar-May,93.6,0,Hilly,Mild,0
1986,HIMACHAL PRADESH,2008,1114.2,Jun-Sep,749.4,0,Hilly,Mild,0
1987,HIMACHAL PRADESH,2008,1114.2,Oct-Dec,78.0,0,Hilly,Mild,0
1988,HIMACHAL PRADESH,2009,956.5,Jan-Feb,100.7,0,Hilly,Mild,0
1989,HIMACHAL PRADESH,2009,956.5,Mar-May,188.2,0,Hilly,Mild,0
1990,HIMACHAL PRADESH,2009,956.5,Jun-Sep,550.3,0,Hilly,Mild,0
1991,HIMACHAL PRADESH,2009,956.5,Oct-Dec,117.2,0,Hilly,Mild,0
1992,HIMACHAL PRADESH,2010,1259.4,Jan-Feb,122.1,0,Hilly,Mild,0
1993,HIMACHAL PRADESH,2010,1259.4,Mar-May,186.8,0,Hilly,Mild,0
1994,HIMACHAL PRADESH,2010,1259.4,Jun-Sep,851.2,0,Hilly,Mild,0
1995,HIMACHAL PRADESH,2010,1259.4,Oct-Dec,99.4,0,Hilly,Mild,0
1996,HIMACHAL PRADESH,2011,1108.3,Jan-Feb,141.3,0,Hilly,Mild,0
1997,HIMACHAL PRADESH,2011,1108.3,Mar-May,157.3,0,Hilly,Mild,0
1998,HIMACHAL PRADESH,2011,1108.3,Jun-Sep,796.6,0,Hilly,Mild,0
1999,HIMACHAL PRADESH,2011,1108.3,Oct-Dec,13.2,0,Hilly,Mild,0
2000,HIMACHAL PRADESH,2012,951.6,Jan-Feb,143.5,0,Hilly,Mild,0
2001,HIMACHAL PRADESH,2012,951.6,Mar-May,93.7,0,Hilly,Mild,0
2002,HIMACHAL PRADESH,2012,951.6,Jun-Sep,686.3,0,Hilly,Mild,0
2003,HIMACHAL PRADESH,2012,951.6,Oct-Dec,28.1,0,Hilly,Mild,0
2004,HIMACHAL PRADESH,2013,1211.9,Jan-Feb,262.5,0,Hilly,Mild,0
2005,HIMACHAL PRADESH,2013,1211.9,Mar-May,138.1,0,Hilly,Mild,0
2006,HIMACHAL PRADESH,2013,1211.9,Jun-Sep,748.2,0,Hilly,Mild,0
2007,HIMACHAL PRADESH,2013,1211.9,Oct-Dec,63.2,0,Hilly,Mild,0
2008,HIMACHAL PRADESH,2014,1008.7,Jan-Feb,194.5,0,Hilly,Mild,0
2009,HIMACHAL PRADESH,2014,1008.7,Mar-May,254.6,0,Hilly,Mild,0
2010,HIMACHAL PRADESH,2014,1008.7,Jun-Sep,486.6,0,Hilly,Mild,0
2011,HIMACHAL PRADESH,2014,1008.7,Oct-Dec,73.0,0,Hilly,Mild,0
2012,HIMACHAL PRADESH,2015,1210.5,Jan-Feb,223.9,0,Hilly,Mild,0
2013,HIMACHAL PRADESH,2015,1210.5,Mar-May,322.3,0,Hilly,Mild,0
2014,HIMACHAL PRADESH,2015,1210.5,Jun-Sep,607.2,0,Hilly,Mild,0
2015,HIMACHAL PRADESH,2015,1210.5,Oct-Dec,57.2,0,Hilly,Mild,0
2016,JAMMU & KASHMIR,1980,1017.9,Jan-Feb,255.7,0,Hilly,Dry,0
2017,JAMMU & KASHMIR,1980,1017.9,Mar-May,234.4,0,Hilly,Dry,0
2018,JAMMU & KASHMIR,1980,1017.9,Jun-Sep,395.3,0,Hilly,Dry,0
2019,JAMMU & KASHMIR,1980,1017.9,Oct-Dec,132.4,0,Hilly,Dry,0
2020,JAMMU & KASHMIR,1981,1135.5,Jan-Feb,277.3,0,Hilly,Dry,0
2021,JAMMU & KASHMIR,1981,1135.5,Mar-May,392.8,0,Hilly,Dry,0
2022,JAMMU & KASHMIR,1981,1135.5,Jun-Sep,405.3,0,Hilly,Dry,0
2023,JAMMU & KASHMIR,1981,1135.5,Oct-Dec,60.1,0,Hilly,Dry,0
2024,JAMMU & KASHMIR,1982,1202.2,Jan-Feb,230.9,0,Hilly,Dry,0
2025,JAMMU & KASHMIR,1982,1202.2,Mar-May,455.8,0,Hilly,Dry,0
2026,JAMMU & KASHMIR,1982,1202.2,Jun-Sep,299.4,0,Hilly,Dry,0
2027,JAMMU & KASHMIR,1982,1202.2,Oct-Dec,216.2,0,Hilly,Dry,0
2028,JAMMU & KASHMIR,1983,1485.2,Jan-Feb,216.0,0,Hilly,Dry,0
2029,JAMMU & KASHMIR,1983,1485.2,Mar-May,635.4,0,Hilly,Dry,0
2030,JAMMU & KASHMIR,1983,1485.2,Jun-Sep,558.2,0,Hilly,Dry,0
2031,JAMMU & KASHMIR,1983,1485.2,Oct-Dec,75.6,0,Hilly,Dry,0
2032,JAMMU & KASHMIR,1984,1157.4,Jan-Feb,214.8,0,Hilly,Dry,0
2033,JAMMU & KASHMIR,1984,1157.4,Mar-May,271.0,0,Hilly,Dry,0
2034,JAMMU & KASHMIR,1984,1157.4,Jun-Sep,553.9,0,Hilly,Dry,0
2035,JAMMU & KASHMIR,1984,1157.4,Oct-Dec,117.7,0,Hilly,Dry,0
2036,JAMMU & KASHMIR,1985,1167.1,Jan-Feb,103.9,0,Hilly,Dry,0
2037,JAMMU & KASHMIR,1985,1167.1,Mar-May,220.4,0,Hilly,Dry,0
2038,JAMMU & KASHMIR,1985,1167.1,Jun-Sep,559.4,0,Hilly,Dry,0
2039,JAMMU & KASHMIR,1985,1167.1,Oct-Dec,283.5,0,Hilly,Dry,0
2040,JAMMU & KASHMIR,1986,1521.0,Jan-Feb,131.8,0,Hilly,Dry,0
2041,JAMMU & KASHMIR,1986,1521.0,Mar-May,471.1,0,Hilly,Dry,0
2042,JAMMU & KASHMIR,1986,1521.0,Jun-Sep,548.9,0,Hilly,Dry,0
2043,JAMMU & KASHMIR,1986,1521.0,Oct-Dec,369.2,0,Hilly,Dry,0
2044,JAMMU & KASHMIR,1987,1216.0,Jan-Feb,195.1,0,Hilly,Dry,0
2045,JAMMU & KASHMIR,1987,1216.0,Mar-May,509.5,0,Hilly,Dry,0
2046,JAMMU & KASHMIR,1987,1216.0,Jun-Sep,372.5,0,Hilly,Dry,0
2047,JAMMU & KASHMIR,1987,1216.0,Oct-Dec,139.0,0,Hilly,Dry,0
2048,JAMMU & KASHMIR,1988,1670.9,Jan-Feb,233.6,0,Hilly,Dry,0
2049,JAMMU & KASHMIR,1988,1670.9,Mar-May,366.9,0,Hilly,Dry,0
2050,JAMMU & KASHMIR,1988,1670.9,Jun-Sep,964.4,1,Hilly,Dry,0
2051,JAMMU & KASHMIR,1988,1670.9,Oct-Dec,106.0,0,Hilly,Dry,0
2052,JAMMU & KASHMIR,1989,1216.0,Jan-Feb,153.1,0,Hilly,Dry,0
2053,JAMMU & KASHMIR,1989,1216.0,Mar-May,387.7,0,Hilly,Dry,0
2054,JAMMU & KASHMIR,1989,1216.0,Jun-Sep,517.1,0,Hilly,Dry,0
2055,JAMMU & KASHMIR,1989,1216.0,Oct-Dec,158.1,0,Hilly,Dry,0
2056,JAMMU & KASHMIR,1990,1574.0,Jan-Feb,316.7,0,Hilly,Dry,0
2057,JAMMU & KASHMIR,1990,1574.0,Mar-May,436.9,0,Hilly,Dry,0
2058,JAMMU & KASHMIR,1990,1574.0,Jun-Sep,511.5,1,Hilly,Dry,0
2059,JAMMU & KASHMIR,1990,1574.0,Oct-Dec,308.9,0,Hilly,Dry,0
2060,JAMMU & KASHMIR,1991,1448.8,Jan-Feb,287.8,0,Hilly,Dry,0
2061,JAMMU & KASHMIR,1991,1448.8,Mar-May,502.7,0,Hilly,Dry,0
2062,JAMMU & KASHMIR,1991,1448.8,Jun-Sep,591.6,1,Hilly,Dry,0
2063,JAMMU & KASHMIR,1991,1448.8,Oct-Dec,66.7,0,Hilly,Dry,0
2064,JAMMU & KASHMIR,1992,1478.1,Jan-Feb,253.2,0,Hilly,Dry,0
2065,JAMMU & KASHMIR,1992,1478.1,Mar-May,392.2,0,Hilly,Dry,0
2066,JAMMU & KASHMIR,1992,1478.1,Jun-Sep,746.1,0,Hilly,Dry,0
2067,JAMMU & KASHMIR,1992,1478.1,Oct-Dec,86.6,0,Hilly,Dry,0
2068,JAMMU & KASHMIR,1993,1243.8,Jan-Feb,238.5,0,Hilly,Dry,0
2069,JAMMU & KASHMIR,1993,1243.8,Mar-May,371.4,0,Hilly,Dry,0
2070,JAMMU & KASHMIR,1993,1243.8,Jun-Sep,566.0,0,Hilly,Dry,0
2071,JAMMU & KASHMIR,1993,1243.8,Oct-Dec,67.8,0,Hilly,Dry,0
2072,JAMMU & KASHMIR,1994,1732.5,Jan-Feb,273.0,0,Hilly,Dry,0
2073,JAMMU & KASHMIR,1994,1732.5,Mar-May,318.1,0,Hilly,Dry,0
2074,JAMMU & KASHMIR,1994,1732.5,Jun-Sep,870.3,1,Hilly,Dry,0
2075,JAMMU & KASHMIR,1994,1732.5,Oct-Dec,271.1,0,Hilly,Dry,0
2076,JAMMU & KASHMIR,1995,1619.6,Jan-Feb,311.6,0,Hilly,Dry,0
2077,JAMMU & KASHMIR,1995,1619.6,Mar-May,328.5,0,Hilly,Dry,0
2078,JAMMU & KASHMIR,1995,1619.6,Jun-Sep,845.4,0,Hilly,Dry,0
2079,JAMMU & KASHMIR,1995,1619.6,Oct-Dec,134.1,0,Hilly,Dry,0
2080,JAMMU & KASHMIR,1996,1620.4,Jan-Feb,243.2,0,Hilly,Dry,0
2081,JAMMU & KASHMIR,1996,1620.4,Mar-May,424.4,0,Hilly,Dry,0
2082,JAMMU & KASHMIR,1996,1620.4,Jun-Sep,811.8,1,Hilly,Dry,0
2083,JAMMU & KASHMIR,1996,1620.4,Oct-Dec,141.0,0,Hilly,Dry,0
2084,JAMMU & KASHMIR,1997,1295.9,Jan-Feb,124.0,0,Hilly,Dry,0
2085,JAMMU & KASHMIR,1997,1295.9,Mar-May,397.7,0,Hilly,Dry,0
2086,JAMMU & KASHMIR,1997,1295.9,Jun-Sep,553.4,0,Hilly,Dry,0
2087,JAMMU & KASHMIR,1997,1295.9,Oct-Dec,220.8,0,Hilly,Dry,0
2088,JAMMU & KASHMIR,1998,1325.9,Jan-Feb,372.2,0,Hilly,Dry,0
2089,JAMMU & KASHMIR,1998,1325.9,Mar-May,453.3,1,Hilly,Dry,0
2090,JAMMU & KASHMIR,1998,1325.9,Jun-Sep,449.3,0,Hilly,Dry,0
2091,JAMMU & KASHMIR,1998,1325.9,Oct-Dec,51.1,0,Hilly,Dry,0
2092,JAMMU & KASHMIR,1999,890.3,Jan-Feb,239.4,0,Hilly,Dry,0
2093,JAMMU & KASHMIR,1999,890.3,Mar-May,163.5,0,Hilly,Dry,0
2094,JAMMU & KASHMIR,1999,890.3,Jun-Sep,415.5,0,Hilly,Dry,0
2095,JAMMU & KASHMIR,1999,890.3,Oct-Dec,72.0,0,Hilly,Dry,0
2096,JAMMU & KASHMIR,2000,984.6,Jan-Feb,266.2,0,Hilly,Dry,0
2097,JAMMU & KASHMIR,2000,984.6,Mar-May,171.9,0,Hilly,Dry,0
2098,JAMMU & KASHMIR,2000,984.6,Jun-Sep,485.9,0,Hilly,Dry,0
2099,JAMMU & KASHMIR,2000,984.6,Oct-Dec,60.6,0,Hilly,Dry,0
2100,JAMMU & KASHMIR,2001,952.7,Jan-Feb,71.7,0,Hilly,Dry,0
2101,JAMMU & KASHMIR,2001,952.7,Mar-May,244.1,0,Hilly,Dry,0
2102,JAMMU & KASHMIR,2001,952.7,Jun-Sep,546.3,0,Hilly,Dry,0
2103,JAMMU & KASHMIR,2001,952.7,Oct-Dec,90.6,0,Hilly,Dry,0
2104,JAMMU & KASHMIR,2002,903.5,Jan-Feb,159.9,0,Hilly,Dry,0
2105,JAMMU & KASHMIR,2002,903.5,Mar-May,224.8,0,Hilly,Dry,0
2106,JAMMU & KASHMIR,2002,903.5,Jun-Sep,488.3,0,Hilly,Dry,0
2107,JAMMU & KASHMIR,2002,903.5,Oct-Dec,30.5,0,Hilly,Dry,0
2108,JAMMU & KASHMIR,2003,1311.1,Jan-Feb,294.2,0,Hilly,Dry,0
2109,JAMMU & KASHMIR,2003,1311.1,Mar-May,399.7,0,Hilly,Dry,0
2110,JAMMU & KASHMIR,2003,1311.1,Jun-Sep,488.5,0,Hilly,Dry,0
2111,JAMMU & KASHMIR,2003,1311.1,Oct-Dec,128.8,0,Hilly,Dry,0
2112,JAMMU & KASHMIR,2004,944.9,Jan-Feb,246.6,0,Hilly,Dry,0
2113,JAMMU & KASHMIR,2004,944.9,Mar-May,227.6,0,Hilly,Dry,0
2114,JAMMU & KASHMIR,2004,944.9,Jun-Sep,331.8,0,Hilly,Dry,0
2115,JAMMU & KASHMIR,2004,944.9,Oct-Dec,138.9,0,Hilly,Dry,0
2116,JAMMU & KASHMIR,2005,1692.7,Jan-Feb,699.5,0,Hilly,Dry,0
2117,JAMMU & KASHMIR,2005,1692.7,Mar-May,346.6,0,Hilly,Dry,0
2118,JAMMU & KASHMIR,2005,1692.7,Jun-Sep,609.7,1,Hilly,Dry,0
2119,JAMMU & KASHMIR,2005,1692.7,Oct-Dec,37.0,0,Hilly,Dry,0
2120,JAMMU & KASHMIR,2006,1519.8,Jan-Feb,292.5,0,Hilly,Dry,0
2121,JAMMU & KASHMIR,2006,1519.8,Mar-May,174.9,0,Hilly,Dry,0
2122,JAMMU & KASHMIR,2006,1519.8,Jun-Sep,817.8,1,Hilly,Dry,0
2123,JAMMU & KASHMIR,2006,1519.8,Oct-Dec,234.5,0,Hilly,Dry,0
2124,JAMMU & KASHMIR,2007,1023.5,Jan-Feb,129.0,0,Hilly,Dry,0
2125,JAMMU & KASHMIR,2007,1023.5,Mar-May,339.8,0,Hilly,Dry,0
2126,JAMMU & KASHMIR,2007,1023.5,Jun-Sep,506.1,0,Hilly,Dry,0
2127,JAMMU & KASHMIR,2007,1023.5,Oct-Dec,48.6,0,Hilly,Dry,0
2128,JAMMU & KASHMIR,2008,1224.5,Jan-Feb,284.2,0,Hilly,Dry,0
2129,JAMMU & KASHMIR,2008,1224.5,Mar-May,170.8,0,Hilly,Dry,0
2130,JAMMU & KASHMIR,2008,1224.5,Jun-Sep,612.0,0,Hilly,Dry,0
2131,JAMMU & KASHMIR,2008,1224.5,Oct-Dec,157.4,0,Hilly,Dry,0
2136,JAMMU & KASHMIR,2010,997.9,Jan-Feb,173.2,0,Hilly,Dry,0
2137,JAMMU & KASHMIR,2010,997.9,Mar-May,227.1,0,Hilly,Dry,0
2138,JAMMU & KASHMIR,2010,997.9,Jun-Sep,522.9,0,Hilly,Dry,0
2139,JAMMU & KASHMIR,2010,997.9,Oct-Dec,74.7,0,Hilly,Dry,0
2140,JAMMU & KASHMIR,2011,887.6,Jan-Feb,254.9,0,Hilly,Dry,0
2141,JAMMU & KASHMIR,2011,887.6,Mar-May,219.2,0,Hilly,Dry,0
2142,JAMMU & KASHMIR,2011,887.6,Jun-Sep,357.3,0,Hilly,Dry,0
2143,JAMMU & KASHMIR,2011,887.6,Oct-Dec,56.1,0,Hilly,Dry,0
2144,JAMMU & KASHMIR,2012,1034.7,Jan-Feb,246.7,0,Hilly,Dry,0
2145,JAMMU & KASHMIR,2012,1034.7,Mar-May,180.7,0,Hilly,Dry,0
2146,JAMMU & KASHMIR,2012,1034.7,Jun-Sep,523.0,0,Hilly,Dry,0
2147,JAMMU & KASHMIR,2012,1034.7,Oct-Dec,84.3,0,Hilly,Dry,0
2148,JAMMU & KASHMIR,2013,859.3,Jan-Feb,188.6,0,Hilly,Dry,0
2149,JAMMU & KASHMIR,2013,859.3,Mar-May,136.7,0,Hilly,Dry,0
2150,JAMMU & KASHMIR,2013,859.3,Jun-Sep,465.8,0,Hilly,Dry,0
2151,JAMMU & KASHMIR,2013,859.3,Oct-Dec,68.1,0,Hilly,Dry,0
2152,JAMMU & KASHMIR,2014,1093.4,Jan-Feb,139.8,0,Hilly,Dry,0
2153,JAMMU & KASHMIR,2014,1093.4,Mar-May,281.9,0,Hilly,Dry,0
2154,JAMMU & KASHMIR,2014,1093.4,Jun-Sep,623.2,0,Hilly,Dry,0
2155,JAMMU & KASHMIR,2014,1093.4,Oct-Dec,48.5,0,Hilly,Dry,0
2156,JAMMU & KASHMIR,2015,1572.8,Jan-Feb,215.1,0,Hilly,Dry,0
2157,JAMMU & KASHMIR,2015,1572.8,Mar-May,579.3,0,Hilly,Dry,0
2158,JAMMU & KASHMIR,2015,1572.8,Jun-Sep,614.0,0,Hilly,Dry,0
2159,JAMMU & KASHMIR,2015,1572.8,Oct-Dec,164.5,0,Hilly,Dry,0
2160,JHARKHAND,1980,1340.6,Jan-Feb,28.5,0,Forest,Dry,0
2161,JHARKHAND,1980,1340.6,Mar-May,98.1,0,Forest,Dry,0
2162,JHARKHAND,1980,1340.6,Jun-Sep,1137.8,0,Forest,Dry,2
2163,JHARKHAND,1980,1340.6,Oct-Dec,76.1,0,Forest,Dry,0
2164,JHARKHAND,1981,1167.2,Jan-Feb,74.2,0,Forest,Dry,0
2165,JHARKHAND,1981,1167.2,Mar-May,156.0,0,Forest,Dry,0
2166,JHARKHAND,1981,1167.2,Jun-Sep,914.5,0,Forest,Dry,0
2167,JHARKHAND,1981,1167.2,Oct-Dec,22.5,0,Forest,Dry,0
2168,JHARKHAND,1982,1085.3,Jan-Feb,32.0,0,Forest,Dry,0
2169,JHARKHAND,1982,1085.3,Mar-May,141.5,0,Forest,Dry,0
2170,JHARKHAND,1982,1085.3,Jun-Sep,841.5,0,Forest,Dry,0
2171,JHARKHAND,1982,1085.3,Oct-Dec,70.2,0,Forest,Dry,0
2172,JHARKHAND,1983,1261.7,Jan-Feb,37.4,0,Forest,Dry,0
2173,JHARKHAND,1983,1261.7,Mar-May,137.6,0,Forest,Dry,0
2174,JHARKHAND,1983,1261.7,Jun-Sep,961.2,0,Forest,Dry,0
2175,JHARKHAND,1983,1261.7,Oct-Dec,125.5,0,Forest,Dry,0
2176,JHARKHAND,1984,1529.9,Jan-Feb,59.6,0,Forest,Dry,0
2177,JHARKHAND,1984,1529.9,Mar-May,46.7,0,Forest,Dry,0
2178,JHARKHAND,1984,1529.9,Jun-Sep,1373.2,0,Forest,Dry,4
2179,JHARKHAND,1984,1529.9,Oct-Dec,50.5,0,Forest,Dry,0
2180,JHARKHAND,1985,1240.3,Jan-Feb,28.3,0,Forest,Dry,0
2181,JHARKHAND,1985,1240.3,Mar-May,58.6,0,Forest,Dry,0
2182,JHARKHAND,1985,1240.3,Jun-Sep,998.3,0,Forest,Dry,0
2183,JHARKHAND,1985,1240.3,Oct-Dec,155.1,0,Forest,Dry,0
2184,JHARKHAND,1986,1335.6,Jan-Feb,28.1,0,Forest,Dry,0
2185,JHARKHAND,1986,1335.6,Mar-May,103.7,0,Forest,Dry,0
2186,JHARKHAND,1986,1335.6,Jun-Sep,1006.6,0,Forest,Dry,1
2187,JHARKHAND,1986,1335.6,Oct-Dec,197.2,0,Forest,Dry,0
2188,JHARKHAND,1987,1332.7,Jan-Feb,15.9,0,Forest,Dry,0
2189,JHARKHAND,1987,1332.7,Mar-May,86.1,0,Forest,Dry,0
2190,JHARKHAND,1987,1332.7,Jun-Sep,1174.1,0,Forest,Dry,2
2191,JHARKHAND,1987,1332.7,Oct-Dec,56.6,0,Forest,Dry,0
2192,JHARKHAND,1988,1153.7,Jan-Feb,40.2,0,Forest,Dry,0
2193,JHARKHAND,1988,1153.7,Mar-May,89.5,0,Forest,Dry,0
2194,JHARKHAND,1988,1153.7,Jun-Sep,981.1,0,Forest,Dry,0
2195,JHARKHAND,1988,1153.7,Oct-Dec,42.9,0,Forest,Dry,0
2196,JHARKHAND,1989,1149.0,Jan-Feb,2.2,0,Forest,Dry,0
2197,JHARKHAND,1989,1149.0,Mar-May,69.3,0,Forest,Dry,0
2198,JHARKHAND,1989,1149.0,Jun-Sep,1009.5,0,Forest,Dry,1
2199,JHARKHAND,1989,1149.0,Oct-Dec,67.9,0,Forest,Dry,0
2200,JHARKHAND,1990,1404.2,Jan-Feb,48.7,0,Forest,Dry,0
2201,JHARKHAND,1990,1404.2,Mar-May,128.2,0,Forest,Dry,0
2202,JHARKHAND,1990,1404.2,Jun-Sep,1084.8,0,Forest,Dry,1
2203,JHARKHAND,1990,1404.2,Oct-Dec,142.6,0,Forest,Dry,0
